Year,Grower,Filed  name,Ph,K,P,Mg,Soil texture,K fert,P fert,Mg fert,Rolling after drilling,Irrigatio ,Pre-emergence Herbicide,Post-emergence Herbicide,Insecticides,Fungicides,Cultiavtions,Drilling date,Harvest date,Variety,Yield,Temp.,Rainfall,Lat,Long
2019,Bedingfield Hall Farms,Back Meadow,7,3,2,2,CL,,,,Y,N,"Glyphosate, Nirvana"," Basagran, Tropotox ",, Amistar,Ploughing,31/05/2019,,KM,3.9,,,52.26337,1.21414
2011,Bedingfield Hall Farms,Two Ten,7.8,3,2,2,CL,,,,Y,N,"Glyphosate, Nirvana",,"Hallmark Zeon, Aphox ", Amistar,Intensive tillage,,,,,,,52.26337,1.21414
2011,Bedingfield Hall Farms,Back Meadow,7.9,3,2,2,CL,,,,Y,N,"Glyphosate, Nirvana",,"Hallmark Zeon, Aphox ", Amistar,Intensive tillage,,,,,,,52.26337,1.21414
2012,FG Taylor,Dial Post,8,2,2,2,SCL,0,,,Y,N,"Glyphosate, Nirvana",, Aphox," Amistar, Thiovet Jet",Ploughing,02/06/2012,22/08/2012,AR,2.9,19.6,203.3,52.1439,1.25783
2013,FG Taylor,7 Gardens,8,3,2,2,SCL,0,,,Y,N,"Glyphosate, Nirvana",,"Hallmark Zeon, Aphox ", Amistar,Ploughing,22/04/2013,28/07/2013,AA,5,19.1,144,52.1439,1.25783
2014,FG Taylor,Woodrows,7.5,2,2,2,SCL,0,40,0,Y,N,"Glyphosate, Nirvana",,"Hallmark Zeon, Aphox ", Amistar,Ploughing,08/04/2014,07/07/2014,CP,3.3,17.1,123,52.1439,1.25783
2014,FG Taylor,Joes Pytle,8,2,2,2,SCL,0,40,0,Y,N,"Glyphosate, Nirvana",,"Hallmark Zeon, Aphox ", Amistar,Ploughing,10/04/2014,06/07/2014,CP,4,17.2,122.8,52.1439,1.25783
2014,FG Taylor,Swiss Farm,8,2,2,2,SCL,,100,,Y,N,"Glyphosate, Nirvana",,"Hallmark Zeon, Aphox ", Amistar,Ploughing,11/04/2014,08/07/2014,BG,2.3,17.3,138.8,52.1439,1.25783
2020,FG Taylor,Kiln Bottoms,8,2,2,2,SCL,0,,,Y,N,"Glyphosate, Nirvana",, Decis Protech, Amistar,Ploughing,01/06/2020,15/08/2020,BA,3.9,21.8,76.4,52.1439,1.25783
2020,FG Taylor,Mcmaster,8,2,2,2,Clay Loam,0,,,Y,N,"Glyphosate, Nirvana",, Decis Protech, Amistar,Ploughing,02/06/2020,15/08/2020,MR,2.9,21.8,76.4,52.1439,1.25783
2012,PH Middleditch,Pitfield,7.8,2,2,2,Clay Loam,75,50,0,No,No, Nirvana,,, Amistar,Ploughing,29/03/2012,17/07/2012,BG,7.1,15.4,353.1,52.44758,1.62572
2013,PH Middleditch,34 Acres,7.4,2,2,2,Clay Loam,75,50,0,No,No,"Glyphosate, Nirvana",,"Hallmark Zeon, Aphox ", Amistar,Ploughing,03/06/2013,15/08/2013,AR,4.6,20.7,63.8,52.44758,1.62572
2014,PH Middleditch,16 Acres,5.9,2,2,2,Clay,72,48,0,No,No,"Glyphosate, Nirvana",,"Hallmark Zeon, Aphox ", Amistar,Ploughing,06/06/2014,14/08/2014,NA,9.5,21.6,163,52.44758,1.62572
2014,PH Middleditch,22 Acres,6.3,2,2,2,Clay,72,48,0,No,No,"Glyphosate, Nirvana",,"Hallmark Zeon, Aphox ", Amistar,Ploughing,06/06/2014,14/08/2014,NA,8,21.6,163,52.44758,1.62572
2016,PH Middleditch,Wood Field,6.3,2,2,2,Clay,75,50,0,No,No,"Glyphosate, Nirvana",,"Hallmark Zeon, Aphox ", Amistar,Ploughing,24/05/2016,05/08/2016,NA,4.9,20,181.8,52.44758,1.62572
2017,PH Middleditch,43 Acres,6.6,2,2,2,Clay,75,50,0,No,No,"Glyphosate, Nirvana",,"Hallmark Zeon, Aphox ", Amistar,Ploughing,26/05/2017,01/08/2017,BE2,6.3,21.6,115,52.44758,1.62572
2019,PH Middleditch,17 Acres,7.2,2,2,2,Clay,120,80,0,No,no,"Glyphosate, Nirvana",,"Hallmark Zeon, Aphox ",,Ploughing,17/05/2019,,BE,5.8,,,52.44758,1.62572
2019,PH Middleditch,16 Acres,7.5,2,2,2,Clay,120,80,0,No,no,"Glyphosate, Nirvana",,"Hallmark Zeon, Aphox ",,Ploughing,17/05/2019,,BE,5.8,,,52.44758,1.62572
2019,Retreat Farms,Airfield,8.1,2,2,1,Clay Loam,182,121,57,Y,N,"Glyphosate, Nirvana",,"Hallmark Zeon, Aphox ", Amistar,Ploughing,12/05/2019,,RL,5.2,,,52.41676,1.41887
2019,Retreat Farms,Corner 10,7.9,2,2,1,Clay Loam,182,121,57,Y,N,"Glyphosate, Nirvana"," Basagran, Tropotox","Hallmark Zeon, Aphox ", Amistar,Ploughing,12/05/2019,,RL,5.2,,,52.41676,1.41887
2019,Retreat Farms,Starnacre,7.7,2,2,1,Clay Loam,182,121,57,Y,N,"Glyphosate, Nirvana",,"Hallmark Zeon, Aphox ", Amistar,Ploughing,12/05/2019,,RL,5.2,,,52.41676,1.41887
2018,Retreat Farms,Cargills,7.7,2,2,2,Clay Loam,134,90,0,Y,N,"Glyphosate, Nirvana",,"Hallmark Zeon, Aphox ", Amistar,Ploughing,24/05/2018,29/07/2018,NA,5,22.8,46.4,52.41676,1.41887
2014,Retreat Farms,Harp,7.9,2,2,1,Clay Loam,112,85,0,Y,N,"Glyphosate, Nirvana",,"Hallmark Zeon, Aphox ", Amistar,Ploughing,02/06/2014,12/08/2014,BU,7.3,20.7,98.5,52.41676,1.41887
2013,Retreat Farms,St Peters Hill,7.9,3,2,2,Clay,93,93,0,Y,N,"Glyphosate, Nirvana",,"Hallmark Zeon, Aphox ", Amistar,Ploughing,01/06/2013,07/08/2013,WX,4.2,20.7,63.5,52.41676,1.41887
2012,Retreat Farms,Spectacles,7.9,2,2,2,Clay Loam,75,75,0,Y,N,"Glyphosate, Nirvana",,"Hallmark Zeon, Aphox ", Amistar,Ploughing,17/05/2012,08/08/2012,BE,8.6,18.3,224.3,52.41676,1.41887
2011,Retreat Farms,Pylon,7.7,2,2,2,Clay Loam,80,80,0,Y,N,"Glyphosate, Nirvana",,"Hallmark Zeon, Aphox ", Amistar,Ploughing,,,,,,,52.41676,1.41887
2011,Retreat Farms,Retreat,7.7,2,2,1,Clay Loam,80,80,0,Y,N,"Glyphosate, Nirvana",,"Hallmark Zeon, Aphox ", Amistar,Ploughing,,,,,,,52.41676,1.41887
2015,Benacre Farms,Hall Field PFm,8.2,3,1,1,,90,15,14,,Y,"Glyphosate, Nirvana",, Aphox, Amistar,Ploughing,10/03/2015,30/06/2015,CG,8.5,14.9,103.6,52.19383,1.39067
2013,CSA,Chittocks,8.1,2,1,2,SL,39.31,80.71,0,Y,N,, Tropotox,"Hallmark Zeon, Aphox ", Amistar,Ploughing,16/05/2013,01/08/2013,AS,4.9,19.3,74.9,52.0712,1.46625
2013,CSA,Beside Cart,8.4,1,1,2,SL,39.31,80.71,0,Y,N,, Tropotox,"Hallmark Zeon, Aphox ", Amistar,Ploughing,17/05/2013,01/08/2013,BE,6.1,19.4,74.9,52.0712,1.46625
2015,CSA,47 Acres,8,1,1,2,SL,50.22,100.43,0,N,N, Nirvana, , Aphox, Amistar,"Ploughing, Non-intensive tillage",11/05/2015,22/07/2015,BG,0.6,19.1,102,52.0712,1.46625
2015,CSA,Behind Stack,8.2,1,1,2,SL,50.22,100.43,0,N,N, Nirvana, , Aphox, Amistar,"Ploughing, Non-intensive tillage",11/05/2015,23/07/2015,BG,1.7,19.1,102,52.0712,1.46625
2011,CSA,Clay Pits,8.3,2,1,2,SL,0,0,0,N,N,Glyphosate, ,"Hallmark Zeon, Aphox ", ,Ploughing,,,,,,,52.0712,1.46625
2012,j&m stammers,Pit,7,1,1,1,sl,90,40,0,n,n, Nirvana,, Aphox,,Ploughing,03/04/2012,12/07/2012,FS,7.6,15.2,321.5,52.33669,1.62934
2018,j&m stammers,Scotty,6.7,1,1,1,sl,92,0,15,n,n, Nirvana,,"Hallmark Zeon, Aphox ", Amistar,Ploughing,16/04/2018,04/07/2018,BG3,5,18.6,78.2,52.33669,1.62934
2014,Porters Farms ,Wilby Field,8,3,1,2,CL,0,0,0,Y,N,"Glyphosate, Nirvana", ,"Hallmark Zeon, Aphox ", Amistar,Ploughing,19/05/2014,01/08/2014,WX,5,20.5,142.4,52.30887,1.46702
2015,Porters Farms ,Poplars,8.32,2,1,2,CL,0,0,0,Y,N,"Glyphosate, Nirvana", , Aphox, Amistar,Ploughing,03/06/2015,15/08/2015,NA,1.2,20.7,153,52.30887,1.46702
2018,Benacre Farms,Butchers,7.7,2,1,2,,90,15,14,Y,Y,"Glyphosate, Nirvana"," Basagran, Tropotox ", Aphox, Amistar,Ploughing,06/04/2018,02/07/2018,BG3,6.8,17.9,85.8,52.19383,1.39067
2020,Bedingfield Hall Farms,Side Lane,6.9,2,1,1,CL,,,,Y,N,"Glyphosate, Nirvana",, Aphox, Amistar,,28/05/2020,13/08/2020,KM,5.1,21.3,101.6,52.26337,1.21414
2019,FG Taylor,Clopton Church,7,3,1,1.7,Clay Loam,90,80,75,Y,N,"Glyphosate, Nirvana",, Decis Protech, Amistar,Ploughing,31/05/2019,,NA,5.8,,,52.1439,1.25783
2015,PH Middleditch,14 Acres,6.3,1,1,2,Loam,60,60,0,No,Yes,"Glyphosate, Nirvana",,,,Ploughing,12/03/2015,26/06/2015,PM,8,14.7,137.8,52.44758,1.62572
2015,PH Middleditch,12 Acres,6.8,1,1,2,Loam,60,60,0,No,Yes,"Glyphosate, Nirvana",,,,Ploughing,13/03/2015,26/06/2015,PM,5.3,14.7,137.8,52.44758,1.62572
2018,PH Middleditch,33 Acres,7.1,2,1,2,Clay,75,50,0,No,No,"Glyphosate, Nirvana",,"Hallmark Zeon, Aphox ", Amistar,Ploughing,24/05/2018,29/07/2018,NA3,2.4,22.3,99.6,52.44758,1.62572
2020,PH Middleditch,16 Acres,6.7,2,1,2,Clay,90,60,0,Y,no,"Glyphosate, Nirvana",,"Hallmark Zeon, Aphox ", Amistar,Ploughing,25/05/2020,09/08/2020,DN,3.8,21.2,83.2,52.44758,1.62572
2020,PH Middleditch,22 Acres,7.3,2,1,2,Clay,90,60,0,Y,no,"Glyphosate, Nirvana",,"Hallmark Zeon, Aphox ", Amistar,Ploughing,25/05/2020,09/08/2020,DN,3.8,,83.2,52.44758,1.62572
2020,Retreat Farms,Long 14,7.6,2,1,1,Clay Loam,152,101,47,Y,N,"Glyphosate, Nirvana",,"Hallmark Zeon, Aphox ", Amistar,Ploughing,,,,,,,52.41676,1.41887
2020,Retreat Farms,Middle Block 37,7.3,2,1,1,Clay Loam,152,101,47,Y,N,"Glyphosate, Nirvana",,"Hallmark Zeon, Aphox ", Amistar,Ploughing,20/05/2020,,NA,8.9,,,52.41676,1.41887
2017,Retreat Farms,Hattons,8.1,2,1,1,Clay Loam,155,103,0,Y,N,"Glyphosate, Nirvana",,"Hallmark Zeon, Aphox ", Amistar,Ploughing,24/05/2017,28/07/2017,BE2,6.4,20,114,52.41676,1.41887
2015,Benacre Farms,Sixteen Ac PFm,7.6,3,2,1,,90,15,14,Y,Y,"Glyphosate, Nirvana",, Aphox, Amistar,Ploughing,10/03/2015,29/06/2015,CG,6.5,14.8,103.6,52.19383,1.39067
2015,Benacre Farms,Kale Field,7.9,3,2,1,,90,15,14,,Y,"Glyphosate, Nirvana",, Aphox, Amistar,Ploughing,11/03/2015,01/07/2015,CG,10.6,15.1,103.6,52.19383,1.39067
2011,CSA,Mallons Heavy,,,,,,0,0,0,N,N,Glyphosate, ,"Hallmark Zeon, Aphox ", ,Ploughing,,,,,,,52.0712,1.46625
2016,Porters Farms ,Scrapings,,,,,CL,,,,Y,N,"Glyphosate, Nirvana", , Aphox, Amistar,Ploughing,27/05/2016,08/08/2016,NA,4.8,20.4,157,52.30887,1.46702
2020,Hardingham Farms Ltd.,Brittle Grove,,,,,,94,0,66,,,"Glyphosate, Nirvana"," Basagran, Tropotox ","Hallmark Zeon, Aphox ", Amistar,,05/05/2020,18/07/2020,BE,7.3,19.6,110.6,52.3984,1.49641
2020,Hardingham Farms Ltd.,Green Farm,,,,,,36,0,66,,, Nirvana," Basagran, Tropotox ","Hallmark Zeon, Aphox ", Amistar,,05/05/2020,18/07/2020,BE,7.3,19.6,110.6,52.3984,1.49641
2020,Hardingham Farms Ltd.,Kimberley Crossing,,,,,,11,0,66,,, Nirvana," Basagran, Tropotox ","Hallmark Zeon, Aphox ", Amistar,,05/05/2020,18/07/2020,BE,7.3,19.6,110.6,52.3984,1.49641
2020,Hardingham Farms Ltd.,Back Drive,,,,,,69,0,27,,,"Glyphosate, Nirvana"," Basagran, Tropotox ","Hallmark Zeon, Aphox ", Amistar,,06/05/2020,19/07/2020,BE,6.5,19.7,113.6,52.3984,1.49641
2020,Hardingham Farms Ltd.,Motts Meadow,,,,,,50,0,66,,,"Glyphosate, Nirvana"," Basagran, Tropotox ","Hallmark Zeon, Aphox ", Amistar,,06/05/2020,19/07/2020,BE,6.2,19.7,113.6,52.3984,1.49641
2020,Hardingham Farms Ltd.,Railway,,,,,,31,0,66,,,"Glyphosate, Nirvana"," Basagran, Tropotox ","Hallmark Zeon, Aphox ", Amistar,,06/05/2020,19/07/2020,BE,6.2,19.7,113.6,52.3984,1.49641
2020,Hardingham Farms Ltd.,Up Lane,,,,,,77,0,66,,,"Glyphosate, Nirvana"," Basagran, Tropotox ","Hallmark Zeon, Aphox ", Amistar,,06/05/2020,19/07/2020,BE,6.5,19.7,113.6,52.3984,1.49641
2012,Home Farm Nacton,118 Capel,,,,,,,,,,N,, Basagran,,,Intensive tillage,13/03/2012,03/07/2012,SH,9.8,14.5,289,52.01586,1.23347
2012,Home Farm Nacton,114 Council,,,,,,8,6,2,,N,, Basagran,,,Intensive tillage,14/03/2012,04/07/2012,SH,10.6,14.7,291.1,52.01586,1.23347
2012,Home Farm Nacton,Bob Ramsey_070 Pit,,,,,,8,6,2,,N,, Basagran,,,Intensive tillage,15/03/2012,05/07/2012,SH,11.3,14.8,291.1,52.01586,1.23347
2013,Home Farm Nacton,154 Rectangle,,,,,,8,76,51,,Y,, Basagran,,Thiovit Jet,Intensive tillage,06/03/2013,07/07/2013,BT,5.2,12.8,236.8,52.01586,1.23347
2013,Home Farm Nacton,109 Purdis,,,,,,3,25,17,,Y,, Basagran,,Thiovit Jet,Intensive tillage,07/03/2013,11/07/2013,BT,6.3,13.1,236.8,52.01586,1.23347
2013,Home Farm Nacton,053 Buckl.Road,,,,,,8,76,51,,Y,, Basagran,,Thiovit Jet,Intensive tillage,02/04/2013,12/07/2013,BT,5.4,15.6,214.4,52.01586,1.23347
2013,Home Farm Nacton,001 Bridge,,,,,,64,104,57,,Y,, Basagran,,Thiovit Jet,Intensive tillage,03/04/2013,12/07/2013,SH,5.3,15.7,214.4,52.01586,1.23347
2013,Home Farm Nacton,113 Oaklands,,,,,,0,0,0,,Y, Nirvana,,,Thiovit Jet,Intensive tillage,04/04/2013,12/07/2013,SH,6.2,15.9,214.4,52.01586,1.23347
2013,Home Farm Nacton,130 Richards Croft,,,,,,0,0,0,,N,, Basagran,,Thiovit Jet,Intensive tillage,04/04/2013,11/07/2013,SH,7.4,16,209.6,52.01586,1.23347
2014,Home Farm Nacton,085 W. Road,,,,,,,,,,,,,,,,28/03/2014,03/07/2014,CP,7,16.8,149.4,52.01586,1.23347
2014,Home Farm Nacton,094 Williss,,,,,,,,,,,,,,,,28/03/2014,01/07/2014,CP,7.6,16.7,149.4,52.01586,1.23347
2014,Home Farm Nacton,B14 Waller,,,,,,,,,,,,,,,,29/03/2014,02/07/2014,CP,7.4,16.8,149.4,52.01586,1.23347
2014,Home Farm Nacton,025b 80 Acres,,,,,,,,,,,,,,,,30/03/2014,01/07/2014,CP,7.5,16.7,149.4,52.01586,1.23347
2014,Home Farm Nacton,068 Heath,,,,,,,,,,,,,,,,30/03/2014,04/07/2014,CP,7.7,17,149.6,52.01586,1.23347
2014,Home Farm Nacton,134  Whinney,,,,,,,,,,,,,,,,01/04/2014,02/07/2014,FS,8.3,16.8,149.4,52.01586,1.23347
2014,Home Farm Nacton,Bills Home A,,,,,,,,,,,,,,,,03/04/2014,01/07/2014,CP,4.3,16.7,143.2,52.01586,1.23347
2014,Home Farm Nacton,Brooms Field,,,,,,,,,,,,,,,,04/04/2014,01/07/2014,CP,6.1,16.8,143.2,52.01586,1.23347
2015,Home Farm Nacton,B06 White Post,,,,,,,,,,,,,,,,24/03/2015,02/07/2015,BT,6.3,15.7,73,52.01586,1.23347
2015,Home Farm Nacton,250 Kell,,,,,,,,,,,,,,,,25/03/2015,Not harvested,BT,7.5,,,52.01586,1.23347
2015,Home Farm Nacton,002 Prettymans,,,,,,,,,,,,,,,,27/03/2015,03/07/2015,BT,7.6,16,67.4,52.01586,1.23347
2015,Home Farm Nacton,046 Lineside,,,,,,,,,,,,,,,,27/03/2015,03/07/2015,BT,7.6,16,67.4,52.01586,1.23347
2015,Home Farm Nacton,283P Long Walk,,,,,,,,,,,,,,,,30/03/2015,03/07/2015,BT,6.7,16.1,57.6,52.01586,1.23347
2015,Home Farm Nacton,284P Dunns (East),,,,,,,,,,,,,,,,30/03/2015,03/07/2015,BT,6.9,16.1,57.6,52.01586,1.23347
2015,Home Farm Nacton,102 Coots,,,,,,,,,,,,,,,,31/03/2015,04/07/2015,BT,7.5,16.3,62.8,52.01586,1.23347
2016,Home Farm Nacton,C08 Magdalene,,,,,,,,,,,,,,,,15/03/2016,01/07/2016,BT,3.1,14.7,236.4,52.01586,1.23347
2016,Home Farm Nacton,C09 Mortimer,,,,,,,,,,,,,,,,15/03/2016,30/06/2016,GE,5.2,14.6,236,52.01586,1.23347
2016,Home Farm Nacton,047 Puttis Hole,,,,,,,,,,,Centium,,"Hallmark Zeon, Aphox ", Amistar,Non-intensive tillage,16/03/2016,02/07/2016,BT,5.4,14.8,239.4,52.01586,1.23347
2016,Home Farm Nacton,C11 Chapel/ Candlet,,,,,,,,,,,,,,,,17/03/2016,03/07/2016,GE,5.2,14.9,239.4,52.01586,1.23347
2016,Home Farm Nacton,G08 Alston,,,,,,,,,,,,,,,,18/03/2016,30/06/2016,BT,5.3,14.8,236,52.01586,1.23347
2016,Home Farm Nacton,289P 18 acres,,,,,,128,6,2,,,Centium,,"Hallmark Zeon, Aphox ", Amistar,Non-intensive tillage,20/03/2016,02/07/2016,BT,7.6,15.1,239.4,52.01586,1.23347
2016,Home Farm Nacton,290P Luckings,,,,,,128,6,2,,,Centium,,"Hallmark Zeon, Aphox ", Amistar,Non-intensive tillage,20/03/2016,02/07/2016,BT,7.6,15.1,239.4,52.01586,1.23347
2016,Home Farm Nacton,B02 Ashtree,,,,,,8,76,51,,,"Glyphosate, Centium",,"Hallmark Zeon, Aphox ", Amistar,Non-intensive tillage,21/03/2016,01/07/2016,BT,6.4,15.1,236.2,52.01586,1.23347
2016,Home Farm Nacton,B10 Newbourne,,,,,,206,6,93,,,"Glyphosate, Centium",,"Hallmark Zeon, Aphox ", Amistar,Non-intensive tillage,21/03/2016,01/07/2016,IV,6.1,15.1,236.2,52.01586,1.23347
2017,Home Farm Nacton,T23 Granary Bottom,,,,,,,,,,,,,,,,17/03/2017,19/06/2017,BT,6.5,16.2,128.4,52.01586,1.23347
2017,Home Farm Nacton,T24 Granary Mid,,,,,,,,,,,,,,,,17/03/2017,19/06/2017,BT,6.5,16.2,128.4,52.01586,1.23347
2017,Home Farm Nacton,T25 Granary Field,,,,,,,,,,,,,,,,17/03/2017,19/06/2017,BT,6.5,16.2,128.4,52.01586,1.23347
2017,Home Farm Nacton,Dutch Barns,,,,,,132,,,,,Centium,,Hallmark Zeon , Amistar,Non-intensive tillage,18/03/2017,22/06/2017,BT,8.4,16.5,128.6,52.01586,1.23347
2017,Home Farm Nacton,101 27 Acres,,,,,,8,76,2,,,Centium,,Hallmark Zeon , Amistar,Non-intensive tillage,21/03/2017,22/06/2017,GE,7.4,16.6,116.6,52.01586,1.23347
2017,Home Farm Nacton,Council,,,,,,186,121,,,,Centium,,Hallmark Zeon , Amistar,Non-intensive tillage,21/03/2017,23/06/2017,BN,8.2,16.7,116.6,52.01586,1.23347
2017,Home Farm Nacton,School Field,,,,,,,,,,,,,Hallmark Zeon , Amistar,,21/03/2017,22/06/2017,GE,7.6,16.6,116.6,52.01586,1.23347
2017,Home Farm Nacton,295P 16 acs,,,,,,,,,,,Centium, Basagran,"Hallmark Zeon, Decis Protech ", Amistar,Non-intensive tillage,22/03/2017,23/06/2017,GE,8.1,16.7,116.6,52.01586,1.23347
2017,Home Farm Nacton,296P Long Walk/ Hemley,,,,,,,,,,,Centium, Basagran,"Hallmark Zeon, Decis Protech ", Amistar,Non-intensive tillage,22/03/2017,23/06/2017,GE,8.1,16.7,116.6,52.01586,1.23347
2017,Home Farm Nacton,297P Barn/ Hemley,,,,,,,,,,,Centium, Basagran,"Hallmark Zeon, Decis Protech ", Amistar,Non-intensive tillage,22/03/2017,23/06/2017,GE,8.1,16.7,116.6,52.01586,1.23347
2017,Home Farm Nacton,298P Herons,,,,,,,,,,,Centium, Basagran,"Hallmark Zeon, Decis Protech ", Amistar,Non-intensive tillage,22/03/2017,23/06/2017,GE,8.1,16.7,116.6,52.01586,1.23347
2017,Home Farm Nacton,B04 Thompsons Wood,,,,,,109,76,2,,,Centium,,Hallmark Zeon , Amistar,Non-intensive tillage,22/03/2017,20/06/2017,GE,4.9,16.5,116.4,52.01586,1.23347
2017,Home Farm Nacton,B05 Walnut Tree,,,,,,212,76,2,,,Centium,,Hallmark Zeon , Amistar,Non-intensive tillage,22/03/2017,20/06/2017,GE,4.9,16.5,116.4,52.01586,1.23347
2017,Home Farm Nacton,B30 Sheepdrift,,,,,,8,76,2,,,Centium,,Hallmark Zeon , Amistar,Non-intensive tillage,22/03/2017,21/06/2017,GE,6.3,16.6,116.4,52.01586,1.23347
2017,Home Farm Nacton,G05 Alston Cranmer,,,,,,,,,,,,,,,Non-intensive tillage,16/03/2017,20/06/2017,BT,7.9,16.3,128.4,52.01586,1.23347
2018,Home Farm Nacton,012 Palmers,,,,,,40,40,,,Y,Centium,,"Hallmark Zeon, Aphox ", Amistar,Non-intensive tillage,20/03/2018,20/06/2018,BT1,6.3,16.3,102,52.01586,1.23347
2018,Home Farm Nacton,016 Lady Wood,,,,,,,,,,Y,Centium,,"Hallmark Zeon, Aphox ", Amistar,Non-intensive tillage,22/03/2018,20/06/2018,BT1,7.9,16.5,101.4,52.01586,1.23347
2018,Home Farm Nacton,023 High Field,,,,,,40,40,,,Y,Centium,,"Hallmark Zeon, Aphox ", Amistar,Non-intensive tillage,22/03/2018,20/06/2018,BT1,7.9,16.5,101.4,52.01586,1.23347
2018,Home Farm Nacton,073 Allotment,,,,,,,,,,Y,Centium,,"Hallmark Zeon, Aphox ", Amistar,Non-intensive tillage,23/03/2018,23/06/2018,BT1,4.3,16.6,100.6,52.01586,1.23347
2018,Home Farm Nacton,111 Bungalow,,,,,,,,,,Y,Centium,,"Hallmark Zeon, Aphox ", Amistar,Non-intensive tillage,23/03/2018,21/06/2018,BT1,6.6,16.5,100.6,52.01586,1.23347
2018,Home Farm Nacton,12 Acre,,,,,,,,,,Y,Centium,,"Hallmark Zeon, Aphox ", Amistar,Non-intensive tillage,23/03/2018,23/06/2018,BT1,4.3,16.6,100.6,52.01586,1.23347
2018,Home Farm Nacton,154 Rectangle,,,,,,40,40,,,Y,Centium,,"Hallmark Zeon, Aphox ", Amistar,Non-intensive tillage,23/03/2018,21/06/2018,BT1,6.6,16.5,100.6,52.01586,1.23347
2018,Home Farm Nacton,Allotment,,,,,,,,,,Y,Centium,,"Hallmark Zeon, Aphox ", Amistar,Non-intensive tillage,23/03/2018,23/06/2018,BT1,4.3,16.6,100.6,52.01586,1.23347
2018,Home Farm Nacton,070 Pit,,,,,,,,,,Y,Centium,,"Hallmark Zeon, Aphox ", Amistar,Non-intensive tillage,24/03/2018,23/06/2018,BT1,5.2,16.7,100.6,52.01586,1.23347
2018,Home Farm Nacton,152 Monument,,,,,,,,,,Y,Centium,,"Hallmark Zeon, Aphox ", Amistar,Non-intensive tillage,24/03/2018,21/06/2018,BT1,4.9,16.6,100.6,52.01586,1.23347
2018,Home Farm Nacton,B07 Brightwell School Field,,,,,,,80,56,,Y,Centium,,"Hallmark Zeon, Aphox ", Amistar,Non-intensive tillage,25/03/2018,24/06/2018,BT1,5.9,16.8,100.6,52.01586,1.23347
2018,Home Farm Nacton,B26 Big/Steels Field,,,,,,,80,56,,Y,Centium," Basagran, Tropotox","Hallmark Zeon, Aphox ", Amistar,Non-intensive tillage,25/03/2018,24/06/2018,BT1,5.9,16.8,100.6,52.01586,1.23347
2018,Home Farm Nacton,306P Garden Field,,,,,,,,,,,Centium," Basagran, Tropotox","Hallmark Zeon, Aphox ", Amistar,Non-intensive tillage,26/03/2018,21/06/2018,BT1,5.4,16.7,100.6,52.01586,1.23347
2018,Home Farm Nacton,307P 11acs,,,,,,,,,,,Centium,,"Hallmark Zeon, Aphox ", Amistar,Non-intensive tillage,26/03/2018,21/06/2018,BT1,5.4,16.7,100.6,52.01586,1.23347
2018,Home Farm Nacton,B11 Big Walk,,,,,,,80,56,,Y,Centium, Basagran,"Hallmark Zeon, Aphox ", Amistar,Non-intensive tillage,26/03/2018,22/06/2018,BT1,7.1,16.8,100.6,52.01586,1.23347
2018,Home Farm Nacton,B29 Brightwell Chapel,,,,,,44,102,69,,Y,Centium,,"Hallmark Zeon, Aphox ", Amistar,Non-intensive tillage,26/03/2018,21/06/2018,BT1,7.8,16.7,100.6,52.01586,1.23347
2018,Home Farm Nacton,T28 Great,,,,,,,,,,,,,,,,05/04/2018,21/06/2018,IV1,5.4,17.7,66.6,52.01586,1.23347
2018,Home Farm Nacton,049 Nacton Walk,,,,,,,,,,Y,Centium,,"Hallmark Zeon, Aphox ", Amistar,Non-intensive tillage,06/04/2018,22/06/2018,IV1,6.1,17.8,66.6,52.01586,1.23347
2018,Home Farm Nacton,050 Middle Walk,,,,,,,,,,Y,Centium,,"Hallmark Zeon, Aphox ", Amistar,Non-intensive tillage,06/04/2018,22/06/2018,IV1,6.1,17.8,66.6,52.01586,1.23347
2018,Home Farm Nacton,051 Lev Walk,,,,,,,,,,Y,Centium,,"Hallmark Zeon, Aphox ", Amistar,Non-intensive tillage,06/04/2018,22/06/2018,IV1,6.1,17.8,66.6,52.01586,1.23347
2018,Home Farm Nacton,003 Decoy,,,,,,8,6,2,,Y,Centium,,"Hallmark Zeon, Aphox ", Amistar,Non-intensive tillage,07/04/2018,22/06/2018,IV,6.4,17.8,66.6,52.01586,1.23347
2019,Home Farm Nacton,027 X Paths,,,,,,,,,,,Centium,,"Hallmark Zeon, Aphox ", Amistar,Non-intensive tillage,25/02/2019,20/06/2019,AL,9.2,14.2,169.6,52.01586,1.23347
2019,Home Farm Nacton,028 Foxes Drift,,,,,,,,,,,Centium,,"Hallmark Zeon, Aphox ", Amistar,Non-intensive tillage,25/02/2019,20/06/2019,AL,9.2,14.2,169.6,52.01586,1.23347
2019,Home Farm Nacton,157 Desert,,,,,,,,,,,Centium,,"Hallmark Zeon, Aphox ", Amistar,Non-intensive tillage,27/02/2019,21/06/2019,AL,6.8,14.2,169.6,52.01586,1.23347
2019,Home Farm Nacton,085 W. Road,,,,,,,,,,,Centium,,Hallmark Zeon , Amistar,Non-intensive tillage,28/02/2019,21/06/2019,BN,6.4,14.2,169.6,52.01586,1.23347
2019,Home Farm Nacton,109 Purdis,,,,,,,70,49,,,Centium,,Hallmark Zeon , Amistar,Non-intensive tillage,28/02/2019,,AL,9,,,52.01586,1.23347
